zeit;1-A001-SW-HF-099-429;2-A001-SW-HF-099-1672;3-A001-SW-HF-100-449;4-A001-SW-HF-100-612;5-A001-SW-HF-100-1719;6-A001-SW-HF-101-723;8-A001-SW-HF-101-3932;9-A001-SW-HF-102-14;11-A001-SW-HF-102-2141;14-A001-SW-HF-103-764;16-A001-SW-HF-103-2822;17-A001-SW-HF-103-3539;19-A004-NO-HF-011-96;20-A004-NO-HF-011-2225;21-A004-NO-HF-011-3247;22-A004-NO-HF-011-4211;23-A004-NO-HF-011-5316;24-A004-NO-HF-S11-400;25-A004-NO-HF-012-107;26-A004-NO-HF-012-1997;27-A004-NO-HF-012-2663;28-A004-NO-HF-013-989;29-A004-NO-HF-013-2589;30-A004-NO-HF-014-432;31-A004-NO-HF-014-1783;32-A004-NO-HF-015-979;33-A004-NO-HF-015-2176;34-A003-NO-HF-027-1379;35-A003-NO-HF-027-2246;36-A003-NO-HF-026-435;38-A003-NO-HF-026-1600;39-A003-NO-HF-025-852;40-A003-NO-HF-025-1808;41-A003-NO-HF-024-786;42-A003-NO-HF-024-930;44-A003-NO-HF-024-2873;45-A003-NO-HF-024-4199;46-A003-NO-HF-023-476;47-A003-NO-HF-023-1778
26.08.2014 14:24:00+00;43;22;72;57;40;55;54;53;41;41;39;19;67;65;67;75;67;68;53;80;78;92;78;81;57;53;39;65;33;48;89;44;54;62;49;75;60;47;59
26.08.2014 14:25:00+00;40;22;71;59;44;55;53;56;43;35;42;16;62;62;64;68;75;62;52;82;78;96;82;80;59;57;34;56;35;47;70;43;46;60;51;65;62;58;64
26.08.2014 14:26:00+00;37;20;69;60;43;55;54;55;42;35;40;22;65;66;62;64;66;63;49;89;89;97;78;84;57;54;28;49;37;43;57;60;47;62;50;53;61;65;63
26.08.2014 14:27:00+00;35;22;67;62;45;56;54;57;45;35;40;27;67;67;66;61;66;52;60;82;82;100;85;85;58;51;21;46;45;47;51;71;51;67;44;53;59;63;59
26.08.2014 14:28:00+00;36;20;65;59;42;55;53;54;46;37;40;33;69;70;70;68;56;59;54;79;81;102;83;91;56;54;23;45;55;47;57;79;52;67;33;60;58;63;60
26.08.2014 14:29:00+00;37;18;66;59;41;54;50;54;45;39;43;32;71;70;69;69;60;60;55;74;72;104;86;84;55;65;20;43;59;57;75;64;42;66;32;65;57;63;63
26.08.2014 14:30:00+00;35;20;68;55;43;52;49;51;45;37;40;29;68;70;71;69;62;62;46;75;73;100;83;76;54;68;19;46;53;66;89;60;34;64;35;66;62;69;65
26.08.2014 14:31:00+00;34;20;63;58;41;53;52;53;44;37;40;26;66;66;68;69;66;63;50;78;76;98;78;76;59;64;19;49;40;74;86;66;35;66;46;63;63;69;70
26.08.2014 14:32:00+00;36;20;62;56;44;54;54;54;45;36;38;24;64;68;66;69;66;60;53;73;75;97;71;82;57;55;20;68;33;66;71;63;36;64;52;64;68;68;67
26.08.2014 14:33:00+00;39;15;59;57;43;53;54;56;45;39;42;24;65;66;66;64;65;62;49;77;77;102;66;86;58;53;26;84;40;61;70;55;45;71;48;74;74;64;73
26.08.2014 14:34:00+00;40;15;67;55;43;52;54;54;45;39;38;26;66;70;66;68;65;59;49;72;74;95;71;85;54;53;32;94;51;53;78;38;46;72;43;78;74;58;72
26.08.2014 14:35:00+00;37;15;65;61;41;53;51;51;42;40;39;28;66;67;70;67;72;64;48;80;78;91;80;79;54;57;42;77;56;61;76;38;40;79;46;73;73;60;78
26.08.2014 14:36:00+00;36;18;66;57;41;54;49;50;40;39;37;29;68;73;69;71;74;64;49;87;81;83;78;76;52;52;39;64;54;66;69;40;37;80;52;68;74;67;73
26.08.2014 14:37:00+00;34;18;64;58;42;53;51;54;41;35;39;30;70;72;72;71;73;63;51;91;92;83;76;75;52;55;34;58;54;76;56;48;41;87;49;63;80;80;75
26.08.2014 14:38:00+00;36;19;63;54;41;51;52;52;45;33;40;31;71;70;70;72;69;62;57;85;86;86;73;75;50;57;27;58;56;75;56;54;49;91;43;61;83;85;74
26.08.2014 14:39:00+00;33;17;63;54;40;52;54;51;48;37;42;31;70;70;67;73;66;65;59;79;81;96;77;69;48;58;28;70;51;73;49;58;47;96;40;60;86;86;77
26.08.2014 14:40:00+00;35;18;59;52;37;55;49;51;47;40;42;30;70;70;67;68;67;62;55;78;71;97;72;72;47;54;29;72;42;71;61;53;47;99;39;70;87;85;78
26.08.2014 14:41:00+00;37;18;61;50;37;51;51;50;45;37;40;27;70;74;70;67;65;60;50;78;77;95;66;79;52;45;34;77;35;68;68;63;42;95;38;82;86;84;79
26.08.2014 14:42:00+00;39;20;58;50;37;51;49;49;42;35;38;25;69;70;74;71;63;58;53;78;76;93;61;73;55;42;32;76;34;61;70;72;41;89;44;88;88;86;81
26.08.2014 14:43:00+00;39;20;62;57;40;50;50;51;41;32;38;25;71;70;69;72;68;61;52;78;78;93;69;65;64;39;33;74;30;56;73;72;39;88;53;93;85;90;78
26.08.2014 14:44:00+00;37;20;64;54;41;54;53;52;42;31;33;23;68;67;68;71;73;66;51;82;81;90;68;60;65;39;32;73;30;52;78;60;45;91;62;94;83;91;81
26.08.2014 14:45:00+00;41;16;68;57;42;53;52;55;45;27;35;19;72;70;65;71;77;64;53;86;85;83;62;57;63;50;31;63;34;50;79;50;54;93;65;96;83;90;83
26.08.2014 14:46:00+00;41;16;70;54;44;50;55;50;47;31;31;16;69;73;72;70;72;64;56;86;87;79;49;52;54;58;29;53;38;61;69;55;64;95;70;91;83;89;81
26.08.2014 14:47:00+00;41;15;70;58;43;52;49;52;47;35;32;13;70;72;72;73;71;61;56;85;85;79;56;55;51;68;25;50;44;48;59;52;66;95;68;90;84;91;76
26.08.2014 14:48:00+00;40;15;72;58;42;51;54;52;43;33;31;13;70;73;73;72;69;64;50;83;82;87;55;68;46;69;21;51;45;50;56;59;70;97;69;93;84;94;76
26.08.2014 14:49:00+00;41;16;68;56;40;53;52;52;41;32;35;14;70;74;70;73;66;64;45;81;80;86;56;81;46;60;23;49;52;54;54;69;66;97;62;96;88;97;74
26.08.2014 14:50:00+00;42;18;67;55;40;51;55;51;40;31;37;20;70;68;69;72;68;62;42;77;75;72;56;84;51;42;23;54;51;64;58;82;66;99;62;97;91;99;80
26.08.2014 14:51:00+00;40;20;63;55;40;54;55;52;40;35;33;21;66;68;67;72;67;66;44;78;76;44;68;91;53;31;23;56;42;65;71;91;59;98;63;97;90;99;80
26.08.2014 14:52:00+00;39;20;62;58;42;50;55;52;37;39;30;22;65;61;63;68;75;63;47;75;72;57;78;85;59;36;21;62;36;69;90;89;59;101;66;96;90;95;83
26.08.2014 14:53:00+00;40;17;61;53;40;51;50;52;36;42;34;20;64;65;62;64;69;61;42;82;80;68;73;69;58;47;25;66;36;63;108;90;59;97;69;94;89;94;82
26.08.2014 14:54:00+00;39;16;64;53;42;49;49;48;30;44;35;24;63;59;65;65;67;57;33;81;80;70;72;53;59;54;28;68;38;60;110;83;63;93;68;98;90;93;80
26.08.2014 14:55:00+00;35;17;64;53;40;52;43;50;33;43;41;26;57;62;62;65;63;56;23;79;80;63;64;50;55;59;32;74;38;55;106;81;66;94;68;99;85;98;79
26.08.2014 14:56:00+00;35;20;63;54;41;49;51;51;38;40;42;26;59;62;60;66;63;56;25;76;74;61;63;68;50;61;35;74;42;56;102;81;69;97;68;102;59;98;74
26.08.2014 14:57:00+00;37;22;62;55;41;48;51;51;44;34;46;22;62;67;59;61;60;50;32;74;77;71;62;80;48;62;39;65;50;55;98;79;73;92;69;97;76;96;70
26.08.2014 14:58:00+00;37;25;59;57;43;50;50;49;47;30;47;18;66;66;63;63;59;52;34;73;73;85;66;83;46;60;34;59;61;55;97;81;70;76;68;96;77;89;73
26.08.2014 14:59:00+00;39;26;58;54;44;54;49;50;47;30;41;20;65;67;61;64;60;55;30;70;72;88;69;83;43;56;26;52;62;57;76;85;69;70;66;93;77;85;70
26.08.2014 15:00:00+00;36;25;61;52;41;52;52;51;47;32;36;19;62;70;63;67;64;59;25;68;68;93;75;80;45;50;22;58;68;61;71;89;65;74;65;88;76;81;76
26.08.2014 15:01:00+00;37;23;68;50;38;51;50;49;39;37;28;17;72;70;62;67;66;59;32;70;71;94;75;80;49;47;27;59;70;57;82;93;66;82;66;86;77;75;73
26.08.2014 15:02:00+00;34;19;70;55;38;49;47;48;31;41;29;15;73;73;69;67;66;54;43;79;77;95;77;77;55;39;27;68;76;84;90;89;65;83;66;85;80;74;76
26.08.2014 15:03:00+00;34;23;68;57;42;51;45;47;28;43;33;13;76;73;70;67;65;60;53;81;79;90;77;63;52;40;34;79;77;95;107;85;62;88;61;88;79;77;78
26.08.2014 15:04:00+00;35;23;66;58;43;51;50;50;26;41;40;15;72;75;76;71;63;60;57;83;74;89;73;52;53;39;40;81;74;94;109;84;60;91;62;85;79;83;80
26.08.2014 15:05:00+00;39;22;63;57;40;54;53;52;33;36;44;16;73;77;75;75;71;67;58;76;68;91;60;49;56;45;40;86;73;96;105;82;56;96;61;84;82;85;78
26.08.2014 15:06:00+00;40;16;64;58;41;50;54;52;15;32;43;19;74;75;76;76;76;67;55;76;68;93;49;57;59;44;37;93;74;97;77;82;57;92;61;80;83;87;81
26.08.2014 15:07:00+00;38;15;63;58;42;53;49;52;47;33;40;25;74;75;74;75;77;69;54;78;78;93;44;63;56;42;35;102;53;102;94;77;58;92;53;82;84;86;82
26.08.2014 15:08:00+00;36;15;67;57;44;52;48;52;49;34;38;30;70;69;74;77;75;67;56;85;86;94;49;65;56;38;45;102;80;104;93;75;56;88;52;80;84;85;80
26.08.2014 15:09:00+00;34;16;70;55;44;55;50;52;43;37;33;32;64;67;65;75;74;66;59;92;94;92;59;63;51;39;49;105;80;104;95;69;50;89;52;82;81;85;77
26.08.2014 15:10:00+00;35;14;72;54;42;54;61;56;34;43;36;32;68;72;66;67;72;62;59;99;96;85;63;60;53;46;53;102;80;99;90;76;45;88;57;80;79;86;75
26.08.2014 15:11:00+00;37;15;68;57;43;55;57;55;30;43;39;31;71;74;66;68;69;62;56;96;100;71;63;64;47;43;52;106;79;96;88;78;50;88;55;78;76;90;75
26.08.2014 15:12:00+00;37;17;63;57;40;57;52;56;33;45;39;32;74;77;73;69;69;63;54;92;94;60;57;69;52;45;54;104;74;95;88;72;55;90;53;83;80;89;74
26.08.2014 15:13:00+00;39;19;62;55;42;56;54;55;40;39;41;33;71;75;72;74;71;61;53;85;87;56;59;71;49;40;54;103;36;96;83;61;52;88;52;88;82;84;78
26.08.2014 15:14:00+00;39;19;64;51;37;52;56;51;43;37;42;28;71;76;71;71;71;63;46;82;81;65;60;62;58;41;55;95;61;96;85;44;51;87;56;91;84;87;76
26.08.2014 15:15:00+00;40;16;63;53;39;47;57;49;43;34;42;23;71;71;72;74;69;61;41;81;77;71;62;60;64;42;46;94;59;95;81;72;56;89;63;91;82;88;80
26.08.2014 15:16:00+00;37;19;64;53;37;47;46;46;41;38;37;23;68;71;70;77;67;61;30;81;82;79;57;59;74;44;41;94;59;96;78;77;63;92;69;93;85;92;76
26.08.2014 15:17:00+00;33;19;62;54;39;49;47;49;35;37;34;26;69;70;69;72;64;62;33;85;80;79;51;59;76;54;39;103;60;93;56;70;69;96;67;97;87;94;81
26.08.2014 15:18:00+00;32;20;63;54;39;48;49;46;34;37;33;31;70;79;66;67;62;59;26;89;86;75;51;53;74;64;46;94;59;90;78;58;69;95;64;99;90;96;80
26.08.2014 15:19:00+00;34;21;61;55;37;49;49;50;34;33;34;34;78;79;74;65;63;63;39;83;83;76;51;55;76;72;49;94;54;77;83;61;68;98;61;97;89;94;82
26.08.2014 15:20:00+00;37;20;61;54;38;51;48;47;36;32;33;37;79;78;75;78;65;60;47;84;78;83;55;65;78;71;50;95;54;73;76;73;65;99;64;94;92;94;81
26.08.2014 15:21:00+00;37;24;64;55;39;52;45;52;38;33;35;37;75;77;80;77;65;69;50;76;73;86;52;79;84;72;50;92;53;72;67;87;62;99;66;95;90;93;81
26.08.2014 15:22:00+00;35;24;66;52;38;56;50;52;36;34;35;31;77;77;73;83;75;62;46;77;64;76;55;83;85;75;46;86;56;79;73;95;61;101;63;99;94;97;77
26.08.2014 15:23:00+00;33;24;68;55;38;56;54;56;42;39;36;28;75;78;76;72;74;66;44;74;60;68;64;84;85;71;38;72;55;83;95;95;57;100;63;103;91;97;77
26.08.2014 15:24:00+00;36;23;65;55;39;57;58;56;37;40;34;24;79;71;71;77;74;62;45;69;59;67;72;86;83;72;34;77;52;82;116;95;53;103;60;99;92;99;77
26.08.2014 15:25:00+00;37;23;67;59;44;55;58;58;39;38;37;27;69;71;74;73;69;70;43;69;70;64;81;91;86;70;36;84;30;74;116;81;59;100;63;97;86;99;78
26.08.2014 15:26:00+00;38;23;67;60;44;52;59;58;37;37;39;27;71;73;69;76;74;67;34;71;80;67;79;94;87;74;46;95;47;68;106;82;68;97;65;94;84;96;78
26.08.2014 15:27:00+00;35;23;70;59;41;55;58;56;42;36;38;30;69;72;70;70;75;63;27;83;84;69;75;92;88;75;49;90;53;66;94;70;74;87;67;97;79;96;80
26.08.2014 15:28:00+00;35;21;68;59;44;54;61;55;40;38;36;31;67;69;67;71;70;61;27;87;84;83;74;86;85;70;50;75;66;73;84;74;69;84;67;95;80;92;79
26.08.2014 15:29:00+00;35;20;66;58;43;54;54;51;36;34;37;28;67;68;62;71;67;61;28;88;80;89;72;81;78;70;41;65;71;79;83;74;66;82;68;95;81;91;79
26.08.2014 15:30:00+00;35;20;66;58;42;52;53;53;34;36;38;24;66;72;66;65;64;60;28;81;70;92;76;80;74;66;33;59;71;87;78;84;67;83;68;96;80;84;75
26.08.2014 15:31:00+00;35;21;63;57;42;56;48;51;36;33;34;14;71;70;66;69;62;59;33;70;60;92;78;82;71;66;28;70;71;92;89;88;64;85;64;94;79;78;75
26.08.2014 15:32:00+00;35;20;62;55;40;55;47;55;40;33;33;11;68;68;73;65;64;61;40;61;53;90;83;84;72;63;33;82;69;100;99;86;58;88;62;92;79;77;73
26.08.2014 15:33:00+00;37;19;58;51;41;54;53;54;37;31;33;14;65;61;67;73;69;66;41;55;56;88;83;91;67;65;41;99;69;105;108;87;55;90;61;82;81;79;74
26.08.2014 15:34:00+00;38;20;58;47;38;53;53;55;32;30;34;16;60;68;64;66;71;64;42;59;57;93;81;91;71;67;48;109;70;104;100;89;58;91;63;71;82;83;77
26.08.2014 15:35:00+00;35;21;56;50;40;50;53;52;32;31;33;17;64;69;61;65;65;58;40;58;57;94;81;88;74;68;55;112;71;104;91;89;60;92;60;64;82;82;80
26.08.2014 15:36:00+00;33;18;58;51;40;46;52;49;31;33;33;17;66;72;65;65;59;56;40;58;58;97;78;87;74;68;58;115;72;105;95;74;65;92;51;69;83;86;79
26.08.2014 15:37:00+00;33;14;59;52;39;49;50;48;34;34;32;17;73;70;66;68;53;56;36;59;62;92;80;87;72;68;58;107;74;106;100;72;59;92;42;82;85;88;78
26.08.2014 15:38:00+00;37;13;55;53;40;46;49;48;32;33;30;19;70;69;72;67;50;56;38;61;66;87;79;90;73;70;52;105;74;105;89;73;49;91;43;89;87;90;73
26.08.2014 15:39:00+00;35;16;54;53;40;54;46;47;33;35;31;20;72;68;68;72;52;58;41;68;73;84;77;84;75;69;47;103;76;105;78;89;40;89;54;96;84;89;70
26.08.2014 15:40:00+00;31;20;58;53;43;51;52;48;36;40;35;22;65;67;71;66;54;61;43;71;74;78;72;83;74;66;47;108;76;105;63;94;42;89;63;99;76;93;67
26.08.2014 15:41:00+00;31;21;64;54;40;53;55;52;35;41;40;20;64;66;63;71;55;64;42;73;67;79;68;77;74;64;51;107;73;103;96;83;54;90;65;98;71;93;66
26.08.2014 15:42:00+00;30;20;65;54;38;51;59;54;36;41;39;20;63;69;65;62;55;61;42;70;64;75;65;73;72;57;55;105;66;100;113;60;64;86;62;97;69;95;67
26.08.2014 15:43:00+00;33;18;62;55;38;50;56;52;35;39;41;21;64;67;65;68;57;54;47;69;64;79;63;70;71;56;52;107;58;102;115;39;66;83;63;90;77;91;71
26.08.2014 15:44:00+00;37;17;61;53;37;48;53;48;39;37;42;27;67;65;65;67;63;53;52;70;69;83;62;67;63;53;51;108;52;94;94;45;69;77;64;90;79;85;69
26.08.2014 15:45:00+00;40;18;62;56;38;43;47;48;39;38;45;35;67;59;65;66;69;53;59;72;69;88;62;67;62;53;51;108;55;81;68;67;67;77;65;87;81;79;71
26.08.2014 15:46:00+00;40;17;67;55;40;42;45;44;44;42;42;37;61;63;62;64;71;54;58;72;66;95;70;72;57;53;54;102;61;74;51;90;65;80;65;89;80;76;73
26.08.2014 15:47:00+00;35;17;69;58;38;49;41;47;45;46;40;36;61;63;62;65;60;56;60;65;66;93;80;82;60;62;51;90;69;78;64;95;60;83;59;88;78;78;75
26.08.2014 15:48:00+00;35;17;67;57;42;52;49;50;47;42;41;29;60;70;60;66;56;58;57;64;73;92;84;89;63;68;45;74;71;88;88;96;56;88;52;88;81;76;75
26.08.2014 15:49:00+00;33;17;67;57;39;50;52;54;41;40;46;24;66;65;65;61;57;59;59;68;81;91;79;86;69;71;37;65;62;94;111;93;55;90;50;83;82;83;73
26.08.2014 15:50:00+00;35;18;65;60;42;50;51;53;41;37;47;20;62;66;61;64;60;56;59;80;86;92;80;83;72;66;30;77;46;99;116;83;50;94;54;75;84;87;76
26.08.2014 15:51:00+00;33;16;63;56;40;49;49;50;43;40;26;20;65;61;63;64;55;56;57;83;86;94;79;83;67;67;34;94;37;87;113;78;53;94;58;73;86;89;75
26.08.2014 15:52:00+00;36;17;62;58;41;50;50;49;47;38;42;21;62;64;59;64;49;54;55;81;84;94;79;86;71;68;41;100;22;73;103;78;57;95;53;76;88;85;78
26.08.2014 15:53:00+00;38;14;65;53;40;49;48;49;47;36;42;21;63;66;63;63;54;55;55;85;82;94;78;84;72;67;50;101;57;62;91;76;53;92;51;86;88;86;77
26.08.2014 15:54:00+00;41;17;66;54;40;50;42;49;46;34;44;18;62;68;63;62;63;53;59;86;84;96;79;83;76;67;52;90;72;68;83;64;52;91;51;89;85;87;80
26.08.2014 15:55:00+00;38;19;66;53;39;48;48;47;44;35;39;17;61;67;64;66;72;54;55;88;87;97;80;82;75;64;46;75;76;85;85;61;50;93;54;91;86;88;80
26.08.2014 15:56:00+00;36;21;67;52;37;47;50;45;40;37;34;17;67;67;62;64;76;54;51;87;92;97;77;87;75;62;36;66;81;95;81;71;55;94;59;90;88;90;80
26.08.2014 15:57:00+00;34;18;67;48;37;45;47;47;35;41;34;19;64;62;64;67;75;52;54;86;84;93;81;84;71;66;29;77;77;103;72;72;60;97;66;94;88;91;78
26.08.2014 15:58:00+00;31;18;68;52;36;45;45;44;33;42;36;21;65;66;63;67;68;57;59;88;88;91;81;91;73;66;32;92;75;100;71;69;65;96;67;93;89;92;82
26.08.2014 15:59:00+00;31;17;67;55;40;44;44;47;32;39;38;22;62;63;63;63;66;58;59;80;78;91;83;88;72;70;41;102;68;98;81;66;72;95;63;91;88;93;83
26.08.2014 16:00:00+00;31;18;63;60;42;54;43;45;37;36;37;22;61;63;63;65;61;56;57;80;78;92;80;89;74;68;48;101;62;93;86;73;71;96;59;95;87;96;83
26.08.2014 16:01:00+00;37;18;61;58;42;55;49;56;38;33;38;21;62;55;59;63;56;59;54;68;69;90;83;86;74;69;51;102;52;91;90;85;64;95;61;98;87;98;80
26.08.2014 16:02:00+00;40;18;57;56;43;59;52;57;42;33;36;18;56;58;58;64;55;55;49;70;69;91;81;87;73;72;47;98;45;85;90;93;58;98;62;100;87;96;79
26.08.2014 16:03:00+00;42;17;58;53;41;53;57;61;41;35;36;19;57;56;57;61;56;60;45;68;70;91;79;88;75;70;48;94;44;79;91;99;59;99;62;95;92;96;79
26.08.2014 16:04:00+00;40;15;58;52;41;53;56;54;37;23;37;18;55;59;58;58;59;47;42;73;70;93;76;87;72;70;42;91;50;68;95;92;62;101;61;93;89;94;82
26.08.2014 16:05:00+00;37;15;62;55;40;48;54;53;34;39;40;20;57;61;57;56;56;52;46;71;70;94;79;86;75;66;45;83;58;64;105;71;64;94;65;88;88;91;79
26.08.2014 16:06:00+00;35;14;70;59;42;50;50;47;37;40;40;17;61;63;56;57;56;48;47;66;62;98;81;86;74;70;39;78;63;64;114;62;65;94;64;92;85;91;77
26.08.2014 16:07:00+00;31;14;75;59;44;51;49;49;38;40;41;16;60;62;62;58;55;56;43;64;65;103;85;90;77;68;40;67;66;76;101;64;68;93;67;93;89;96;74
26.08.2014 16:08:00+00;34;14;70;61;45;53;49;53;39;42;38;15;61;64;63;62;60;51;42;63;62;94;83;93;77;73;36;64;66;87;76;83;65;97;65;99;89;97;76
26.08.2014 16:09:00+00;36;19;67;57;44;54;50;54;37;39;39;18;65;69;63;67;61;56;40;71;70;90;83;89;80;70;33;61;72;87;63;93;62;100;66;100;90;100;76
26.08.2014 16:10:00+00;38;19;67;58;43;49;51;52;35;34;38;20;70;70;63;64;66;56;42;72;66;82;82;88;80;71;27;67;72;90;75;98;68;101;65;104;91;99;80
26.08.2014 16:11:00+00;38;18;66;56;43;52;51;52;35;28;38;19;68;71;69;66;58;62;40;80;78;88;78;86;80;68;31;88;72;88;95;93;68;103;63;101;93;101;78
26.08.2014 16:12:00+00;38;16;72;60;43;53;50;54;38;30;35;17;66;66;72;68;67;63;46;75;72;85;74;85;79;68;37;97;67;95;109;81;67;102;64;99;92;98;84
26.08.2014 16:13:00+00;40;18;70;58;44;56;52;55;39;42;32;18;62;62;66;72;69;65;42;81;78;86;71;81;80;66;48;108;60;90;111;72;63;101;65;98;91;99;85
26.08.2014 16:14:00+00;37;16;69;57;45;54;53;55;40;41;34;17;65;67;60;67;76;65;47;81;80;82;74;81;78;64;53;108;54;85;107;76;66;101;65;99;91;100;84
26.08.2014 16:15:00+00;37;15;60;56;43;52;54;53;38;40;37;18;66;66;66;64;68;58;48;83;86;83;72;76;77;63;54;111;57;78;89;88;69;98;65;98;90;101;82
26.08.2014 16:16:00+00;38;15;58;56;41;53;51;54;39;40;39;17;66;66;68;67;60;56;50;75;74;88;74;75;74;60;55;96;63;82;88;96;70;99;66;103;89;97;80
26.08.2014 16:17:00+00;39;16;59;54;39;50;51;51;40;33;38;19;62;59;67;68;61;60;47;66;65;89;72;79;71;65;44;82;70;88;94;91;68;94;66;100;89;97;83
26.08.2014 16:18:00+00;37;18;67;56;38;48;48;52;42;36;36;17;59;56;58;67;65;61;45;71;67;84;76;83;70;62;34;79;73;93;109;90;69;97;65;100;90;97;80
26.08.2014 16:19:00+00;34;18;67;57;40;46;49;47;43;35;38;16;57;60;56;59;71;55;47;75;74;85;72;81;66;66;25;87;72;98;107;90;65;96;63;95;91;95;83
26.08.2014 16:20:00+00;32;18;69;56;40;53;47;50;43;40;43;15;62;62;61;56;62;51;49;78;76;87;75;79;70;62;34;95;71;103;106;92;67;98;66;95;88;97;80
26.08.2014 16:21:00+00;32;19;69;58;41;54;49;53;45;38;45;17;63;66;63;63;56;47;48;73;69;94;76;80;73;65;40;92;73;101;104;97;62;96;65;95;88;94;82
26.08.2014 16:22:00+00;36;16;68;56;43;57;51;54;44;40;45;15;65;61;65;64;54;57;43;70;66;85;84;86;80;69;47;94;76;102;106;93;63;93;65;97;87;95;79
26.08.2014 16:23:00+00;38;18;63;54;40;53;54;57;44;38;43;16;55;60;60;69;65;57;46;70;68;84;74;84;81;67;45;103;78;101;113;86;59;95;61;98;87;96;76
26.08.2014 16:24:00+00;39;20;65;56;40;48;53;51;41;35;45;20;53;51;58;60;66;59;46;75;76;87;71;79;78;68;45;105;78;106;117;77;57;98;59;96;88;97;72
26.08.2014 16:25:00+00;37;21;67;57;39;49;49;49;42;32;41;22;50;53;51;57;68;50;52;74;75;89;71;71;77;63;48;105;78;77;110;80;63;100;59;94;91;96;73
26.08.2014 16:26:00+00;39;16;70;57;43;52;47;47;44;33;42;21;55;53;52;51;58;48;48;77;75;93;79;75;74;63;49;101;79;101;101;83;64;100;63;90;94;93;80
26.08.2014 16:27:00+00;41;13;67;58;44;54;50;52;45;39;43;18;59;59;55;55;58;47;46;67;68;83;76;81;73;66;51;94;79;72;94;77;64;98;63;91;94;90;83
26.08.2014 16:28:00+00;41;12;63;57;42;55;49;54;44;37;44;18;58;56;57;57;56;51;41;70;68;82;76;81;74;66;45;98;77;97;102;68;66;96;67;94;89;92;82
26.08.2014 16:29:00+00;40;13;62;58;40;54;54;56;45;38;45;16;54;60;52;60;57;52;41;63;63;78;71;81;77;66;43;99;76;101;97;72;69;92;65;99;84;95;79
26.08.2014 16:30:00+00;37;14;63;58;42;51;50;52;47;38;45;17;55;63;55;52;55;51;37;68;66;79;73;77;82;60;44;108;76;105;85;87;73;94;66;97;78;95;75
26.08.2014 16:31:00+00;35;14;61;56;43;51;52;51;44;38;46;17;63;64;58;54;51;48;42;64;65;79;71;81;75;62;49;105;78;107;82;93;68;93;66;99;77;95;70
26.08.2014 16:32:00+00;35;16;59;54;40;50;50;51;42;35;39;17;61;59;62;59;49;49;38;62;64;77;69;77;70;64;55;108;78;108;90;89;66;90;68;98;77;90;69
26.08.2014 16:33:00+00;35;15;58;52;40;50;51;49;40;32;38;16;60;61;60;66;55;53;37;60;57;76;66;76;68;59;53;102;77;106;102;88;68;80;68;95;80;92;71
26.08.2014 16:34:00+00;36;18;59;49;38;47;49;47;43;32;40;15;58;59;59;64;62;55;34;70;63;74;65;71;65;57;50;99;76;106;107;89;74;78;68;90;80;88;71
26.08.2014 16:35:00+00;35;19;57;53;39;49;47;46;43;37;41;16;60;64;57;59;67;52;39;76;68;69;60;66;68;53;43;97;74;106;95;97;73;79;69;89;81;88;74
26.08.2014 16:36:00+00;32;21;56;47;39;48;49;47;45;36;40;19;60;59;60;60;64;50;43;79;74;74;59;62;65;51;43;106;71;105;99;99;71;86;63;93;80;74;73
26.08.2014 16:37:00+00;27;17;58;49;36;48;50;50;41;36;41;19;58;63;60;60;61;52;47;69;73;79;56;62;63;51;46;107;72;98;104;97;61;90;61;95;82;70;73
26.08.2014 16:38:00+00;27;17;60;48;36;44;49;44;45;35;41;20;59;56;61;63;59;50;43;68;71;85;66;68;55;48;48;106;75;90;115;101;56;90;60;92;86;66;71
26.08.2014 16:39:00+00;29;15;62;49;37;46;43;44;42;40;42;19;59;56;59;62;59;50;47;66;66;82;70;75;57;58;46;96;76;91;116;97;57;87;63;78;86;77;77
26.08.2014 16:40:00+00;35;14;60;51;41;47;43;45;41;39;41;20;56;53;58;61;59;50;42;68;61;78;75;79;64;60;41;89;76;90;112;95;61;86;62;64;84;82;78
26.08.2014 16:41:00+00;36;14;59;48;39;48;44;49;40;39;41;24;52;55;51;57;59;55;42;68;64;73;69;80;74;65;41;80;75;91;112;79;68;85;57;62;80;85;72
26.08.2014 16:42:00+00;35;12;59;49;35;45;48;48;45;38;43;23;53;54;52;52;59;49;39;68;66;73;64;73;76;59;38;83;75;92;107;63;65;89;48;76;79;87;66
26.08.2014 16:43:00+00;31;0;64;47;34;41;45;46;45;42;47;19;55;57;52;53;56;47;41;66;66;74;60;65;71;58;36;83;73;95;101;57;57;91;40;85;79;89;64
26.08.2014 16:44:00+00;31;14;62;51;35;44;44;42;42;42;44;14;55;53;55;56;55;45;41;65;61;72;60;63;68;50;38;86;70;97;73;68;48;95;45;88;82;91;66
26.08.2014 16:45:00+00;36;13;62;57;40;43;43;43;42;40;44;13;52;56;53;57;56;51;38;61;61;71;61;66;62;53;39;87;72;93;67;81;45;93;57;90;84;91;69
26.08.2014 16:46:00+00;38;12;61;57;40;50;43;42;40;41;40;15;54;53;52;55;55;49;37;64;61;68;62;70;64;52;39;87;68;88;59;80;52;95;68;92;84;96;73
